,page,job_id,title,role_id,listing_date,teaser,classification,subClassification,workType,location,suburbWhereValue,salary,companyName,company_advertiser,isPrivateAdvertiser
274,13,59648774,Data Migration Engineer - ETL | SQL | Data Migration - Global FinTech,migration-engineer,2023-01-09T05:01:18Z,Data Migration Engineer - Migration Focus - Complex Data Structures | ETL | Data Mapping - Global FinTech - Data Migration Engineer,Information & Communication Technology,Database Development & Administration,Full Time,Sydney,Sydney NSW 2000,,Limelight People,Limelight People,False
275,13,59783575,Data Modeller/Designer,data-modeller,2023-01-19T04:40:52Z,"Working for a prestigious government enterprise on a long 12 month contract to design and develop Conceptual, Logical, and Physical data models",Information & Communication Technology,Developers/Programmers,Contract/Temp,Sydney,Parramatta NSW 2150,$1k - $1100 p.d. + Super,Bluefin Resources,Bluefin Resources Pty Limited,False
276,13,59778156,Data Modeller,data-modeller,2023-01-19T00:41:36Z,Exciting role for Senior Data Modeller.  Role can be based anywhere in Australia.  6 months and will extend.  Great rates.  Client interviewing now.,Information & Communication Technology,Other,Contract/Temp,Melbourne,Melbourne VIC 3000,,Technology People,Technology People,False
277,13,59841057,Data Scientist,data-scientist,2023-01-24T21:23:57Z,"Join a dynamic financial advisory firm that delivers financial advisory services and data management, technology systems and process solutions.",Information & Communication Technology,Business/Systems Analysts,Full Time,Canberra,Canberra ACT 2600,Competitive Salary Package,Michael Page,Michael Page Information Technology,False
278,13,59639328,Senior Data Engineer,data-engineer,2023-01-08T23:56:54Z,Data Engineer required for member based organisation in Sydney. Great opportunity for an up an comer in the Data Engineering domain.,Information & Communication Technology,Engineering - Software,Full Time,Sydney,Sydney NSW 2000,,Alloc8,Alloc8,False
279,13,59667585,Azure Data Engineer,data-engineer,2023-01-10T05:07:35Z,Join an internationally recognised brand to build out their Azure capabilities,Information & Communication Technology,Database Development & Administration,Full Time,Melbourne,Melbourne VIC 3004,$135k - 155k per year,Halcyon Knights,Halcyon Knights Pty Ltd,False
280,13,59601539,Data Engineer,data-engineer,2023-01-04T00:35:05Z,"Experienced Data Engineer to develop & manage scalable data processing platforms, Work from home, Brisbane, access to awesome employee benefits",Information & Communication Technology,Database Development & Administration,Full Time,Brisbane,Brisbane QLD 4000,Attractive salary,Ventia,Ventia,False
281,13,59685065,Azure Data Engineer,data-engineer,2023-01-11T05:50:37Z,Our client is seeking to engage an experienced Azure Data Engineer for a long term Cyber Security project,Information & Communication Technology,Engineering - Software,Full Time,Sydney,Sydney NSW 2000,,Wipro,Wipro Limited,False
282,13,59833604,Software Engineer - Python,software-engineer,2023-01-24T05:05:06Z,Python is now more popular than French in primary schools… and it’s the language of choice for this global Aussie bank.,Information & Communication Technology,Developers/Programmers,Full Time,Sydney,Sydney NSW 2000,"$130,000 - $155,000 package + bonus",The Onset,The Onset,False
283,13,59769183,Data Modeller,data-modeller,2023-01-18T05:02:39Z,You will be responsible for developing and the enterprise data model and catalogue,Information & Communication Technology,Other,Full Time,Melbourne,Melbourne VIC 3000,benefits & bonus & flex working,Transurban Group,Transurban Ltd,False
284,13,59857157,Senior Data Architect - AI/ML,data-architect,2023-01-25T09:00:08Z,Opportunity for a Senior Data Architect to join a team working on exciting new AI and ML platforms!,Information & Communication Technology,Architects,Full Time,Melbourne,Melbourne VIC 3000,,NAB,NAB,False
285,13,59832879,Data Scientist,data-scientist,2023-01-24T04:35:20Z,"Fantastic opportunity to progress your Data Science Career with Jetstar! Hybrid working flexible remote based in Collingwood, Melbourne",Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time,Melbourne,Collingwood VIC 3066,,Jetstar Airways,Jetstar,False
286,14,59772966,Data Architect,data-architect,2023-01-18T10:22:46Z,"Work in a hands-on capacity with the engineering team to build out OneTwo’s data lake, reporting system and data roadmap",Information & Communication Technology,Architects,Full Time,Melbourne,Melbourne VIC 3000,,OneTwo Home Loans,OneTwo Home Loans,False
287,14,59739024,Engineering Chapter Lead,engineering,2023-01-16T06:55:03Z,"ANZPlus BETA has landed! We're looking for Engineers to deliver MLP and impact millions of customers with products build in Golang, GCP/AWS.",Information & Communication Technology,Engineering - Software,Full Time,Melbourne,Melbourne VIC 3000,,ANZ,ANZ Banking group,False
288,14,59746884,Data Modeler,data-modeller,2023-01-17T00:56:30Z,Flex your conceptual and logical modeling skills with this exciting company - a household name!,Information & Communication Technology,Database Development & Administration,Contract/Temp,Sydney,,$850 - $1k p.d.,Robert Walters,Robert Walters,False
289,14,59837217,Intermediate Data Scientist,data-scientist,2023-01-24T08:26:16Z,6-month contract - Mining,Information & Communication Technology,Developers/Programmers,Contract/Temp,Perth,Perth WA 6000,,Verse Group,Verse Group,False
290,14,59624282,Data Engineer / Data Architect,data-architect,2023-01-06T01:13:25Z,Reputable data and analytics consulting firm seeking Data Engineers / Data Architects to join their growing and skilled team.,Information & Communication Technology,Database Development & Administration,Full Time,Canberra,Canberra ACT 2600,,Catapult BI,CatapultBI,False
291,14,59624249,Data Engineer / Data Architect,data-architect,2023-01-06T01:11:28Z,Reputable data and analytics consulting firm seeking Data Engineers / Data Architects to join their growing and skilled team.,Information & Communication Technology,Database Development & Administration,Full Time,Sydney,Sydney NSW 2000,,Catapult BI,CatapultBI,False
292,14,59590952,Data Engineer / Architect,data-engineer,2023-01-03T01:51:25Z,Do you have a passion for cloud data platforms & enterprise architecture? MI has an opportunity for a Data Engineer to join our team.,Information & Communication Technology,Architects,Full Time,"Newcastle, Maitland & Hunter",Newcastle NSW 2300,Attractive salary + benefits.,Murrumbidgee Irrigation,Murrumbidgee Irrigation,False
293,14,59684901,Azure Data Engineer,data-engineer,2023-01-11T05:42:36Z,Our client is seeking to engage an experienced Azure Data Engineer for a long term Cyber Security project.,Information & Communication Technology,Engineering - Software,Full Time,Melbourne,Melbourne VIC 3000,,Wipro,Wipro Limited,False
294,14,59772116,Technical Business Analyst (Big Data),technical-business-analyst,2023-01-18T07:33:19Z,Tech BA (Big Data BA) Fulltime permanent role @ Sydney !,Information & Communication Technology,Business/Systems Analysts,Full Time,Sydney,,,,Realtek Consulting,False
295,14,59723024,Data Modeler,data-modeller,2023-01-15T08:11:10Z,Greenfield programme building a new Azure based big data platform in one of Australia leading financial services organisations,Information & Communication Technology,Database Development & Administration,Contract/Temp,Melbourne,Melbourne VIC 3000,$900 - $1100 inc super daily,TrooCoo,Troocoo,False
296,14,59590903,Data Engineer / Architect,data-engineer,2023-01-03T01:48:21Z,Do you have a passion for cloud data platforms & enterprise architecture? MI has an opportunity for a Data Engineer to join our team,Information & Communication Technology,Architects,Full Time,"Wollongong, Illawarra & South Coast",Wollongong NSW 2500,Attractive salary + benefits.,Murrumbidgee Irrigation,Murrumbidgee Irrigation,False
297,14,59640132,Data Engineer - Hadoop Bigdata Platform,data-engineer,2023-01-09T00:21:54Z,Data Engineer – Hadoop BigData Platform,Information & Communication Technology,Engineering - Software,Full Time,Sydney,Sydney NSW 2000,,Virtusa,Virtusa Consulting & Services Pty Ltd,False
298,14,59650528,Data Migration / ETL Engineer,Extract-Transform-Load-Engineer,2023-01-09T06:00:09Z,"Healthcare IT provider based on Sunshine Coast, hiring experienced, fastidious Data Migration / ETL Engineers.",Information & Communication Technology,Developers/Programmers,Part Time,Sunshine Coast,Maroochydore QLD 4558,$60 - $75 per hour,,Xestro,False
299,14,59817875,Data Centre Engineer - Facilities and Physical Infrastructure,data-centre-engineer,2023-01-23T05:01:51Z,"Experienced Data Centre Facilities Engineer with a strong background in data room design, UPS sizing, cooling & cabling for a large enterprise in Sydn",Information & Communication Technology,Engineering - Network,Contract/Temp,Sydney,,Competitive Daily Rate,Bluefin Resources,Bluefin Resources Pty Limited,False
300,14,59611200,Lead Data Engineer,data-engineer,2023-01-04T22:34:58Z,"Are you an enthusiastic Lead Data Engineer, who thrives in a dynamic, complex, and ever-changing environment?",Information & Communication Technology,Database Development & Administration,Full Time,Sydney,Sydney NSW 2000,Salary commensurate with experience,Macquarie Group,Macquarie Group Limited,False
301,14,59584282,Data Engineer,data-engineer,2023-01-02T21:25:09Z,"Perm/full-time, Data Engineer position available with top international insurance/underwriting firm. Flexible hybrid model and excellent EVP.",Information & Communication Technology,Engineering - Software,Full Time,Sydney,,$130k - $140k p.a. + Super,Cox Purtell Staffing Services,Cox Purtell Staffing Services,False
302,14,59806184,Data Modeller,data-modeller,2023-01-22T04:50:35Z,Data Modeller,Information & Communication Technology,Database Development & Administration,Full Time,Canberra,Canberra ACT 2600,,SSM Technologies,SSM Technologies,False
303,14,59639474,Senior Data Engineer - SSIS/SQL Server/Azure - Multiple Roles,data-engineer,2023-01-09T00:01:48Z,Data Engineering team required for large on-prem to cloud migrations! Looking for 8 x Data Engineers for a global firm.,Information & Communication Technology,Developers/Programmers,Contract/Temp,Sydney,,"$120,000 - $130,000",Alloc8,Alloc8,False
304,14,59584426,Data Engineer,data-engineer,2023-01-02T21:43:01Z,Data Engineer sought to contribute towards the evolution of data into actionable intelligence for a global insurance/underwriting firm.,Information & Communication Technology,Database Development & Administration,Full Time,Melbourne,,$130k - $140k p.a. + Super + Benefits,Cox Purtell Staffing Services,Cox Purtell Staffing Services,False
305,14,59761591,Data Architect,data-architect,2023-01-17T23:56:58Z,Love where you work! Join intelia as a Data Architect where you will be responsible for driving the data architecture strategy & data platform design,Information & Communication Technology,Architects,Full Time,Melbourne,Melbourne VIC 3000,,,intelia,False
306,14,59590799,Data Engineer / Architect,data-engineer,2023-01-03T01:42:23Z,Do you have a passion for cloud data platforms & enterprise architecture? MI has an opportunity for a Data Engineer to join our team.,Information & Communication Technology,Architects,Full Time,Sydney,Sydney NSW 2000,Attractive salary + benefits.,Murrumbidgee Irrigation,Murrumbidgee Irrigation,False
307,14,59656965,"Senior Consultant – Data Warehousing Engineer , SYD",Data-Warehouse-Engineer,2023-01-09T23:13:31Z,"In this role you will get to utilise your experience in data warehouse design and development to provide seamless, tailored solutions for our clients",Information & Communication Technology,Consultants,Full Time,Sydney,Sydney NSW 2000,,Certus,Certus Solutions Limited,False
308,15,59772966,Data Architect,data-architect,2023-01-18T10:22:46Z,"Work in a hands-on capacity with the engineering team to build out OneTwo’s data lake, reporting system and data roadmap",Information & Communication Technology,Architects,Full Time,Melbourne,Melbourne VIC 3000,,OneTwo Home Loans,OneTwo Home Loans,False
309,15,59752139,Lead Geologist,geologist,2023-01-17T04:18:20Z,Earth AI is looking for a Senior Geologist to lead our NSW exploration efforts.,"Mining, Resources & Energy",Mining - Exploration & Geoscience,Full Time,Sydney,Sydney NSW 2000,"$120,000 - $140,000 per year + 4x Quarterly Bonus",Earth AI,Earth AI,False
310,15,59624219,Data Engineer / Data Architect,data-architect,2023-01-06T01:08:31Z,Reputable data and analytics consulting firm seeking Data Engineers / Data Architects to join their growing and skilled team.,Information & Communication Technology,Database Development & Administration,Full Time,Melbourne,Melbourne VIC 3000,,Catapult BI,CatapultBI,False
311,15,59619759,Global Data Warehouse Engineer (GDW),Data-Warehouse-Engineer,2023-01-05T08:24:54Z,"5+ years of expereince in Data Engineering, ELT/ETL, data extraction and manipulation in Data Lake/Data Warehouse environment.",Information & Communication Technology,Engineering - Software,Full Time,Melbourne,Melbourne VIC 3000,,Tech Mahindra,Tech Mahindra Limited,False
312,15,59686746,Data Engineers - 2 Roles,data-engineer,2023-01-11T07:55:40Z,"As a Data engineer, you will play a critical role in the successful development and delivery of Business Intelligence and Analytics for the client.",Information & Communication Technology,Database Development & Administration,Contract/Temp,Brisbane,Brisbane QLD 4000,,Peoplebank,Peoplebank Australia QLD,False
313,15,59611090,Big Data Engineer,big-data-engineer,2023-01-04T22:27:53Z,Build new modern data platforms and pipelines for a large enterprise brand!,Information & Communication Technology,Engineering - Software,Contract/Temp,Sydney,Sydney NSW 2000,attractive package,Aurec Group,Aurec,False
314,15,59599126,Data Engineer - Consultant,data-engineer,2023-01-03T22:24:02Z,"Join our #onetribe as a Data Engineer where you will have the opportunity to deliver interesting projects, using a variety of emerging technologies.",Information & Communication Technology,Consultants,Full Time,Sydney,Sydney NSW 2000,,,intelia,False
315,15,59637247,Senior Data Engineers - Big Data,data-engineer,2023-01-08T22:46:47Z,Are you an experienced data engineer? Then you could play a key role in this leading Aussie Bank's innovative Data Platform.,Information & Communication Technology,Developers/Programmers,Full Time,Sydney,Sydney NSW 2000,$1100-$1200 daily rate,The Argyle Network,The Argyle Network,False
316,15,59783664,Data Scientist,data-scientist,2023-01-19T04:45:10Z,We are looking for a data scientist to join our growing team. The candidate will sit in the pricing squad in the Data Led Transformation (DLT) Tribe,Information & Communication Technology,Other,Full Time,Sydney,Sydney NSW 2000,,Endeavour Group,Endeavour Group,False
317,15,59656923,"Senior Consultant – Data Warehousing Engineer , MEL",Data-Warehouse-Engineer,2023-01-09T23:11:31Z,"In this role you will get to utilise your experience in data warehouse design and development to provide seamless, tailored solutions for our clients",Information & Communication Technology,Consultants,Full Time,Melbourne,Melbourne VIC 3000,,Certus,Certus Solutions Limited,False
318,15,59729570,Data Modeller/Designer,data-modeller,2023-01-16T00:58:11Z,"Working for a prestigious government enterprise on a long 12 month contract to design and develop Conceptual, Logical, and Physical data models",Information & Communication Technology,Developers/Programmers,Contract/Temp,Sydney,Parramatta NSW 2150,$1k - $1100 p.d. + Super,Bluefin Resources,Bluefin Resources Pty Limited,False
319,15,59819289,Data Specialist,data-specialist,2023-01-23T06:02:30Z,"An exciting new position within our IT team, a great opportunity to have an impact on our young people",Information & Communication Technology,Database Development & Administration,Full Time,Brisbane,Spring Hill QLD 4000,,Australian Industry Trade College,Australian Industry Trade College,False
320,15,59751937,Practice Lead - Data Platform and Engineering,practice-leader,2023-01-17T04:09:33Z,"Head up our high-performing and diverse Data Platform & Engineering team in Melbourne, build on our solid pipeline and expand on our delivery success.",Information & Communication Technology,Consultants,Full Time,Melbourne,Melbourne VIC 3000,,NTT,NTT Ltd,False
321,15,59628468,Senior Data Engineer,data-engineer,2023-01-06T05:30:09Z,We have an exciting opportunity for a Senior Data Engineer to join a global energy organisation on a full time basis.,Information & Communication Technology,Database Development & Administration,Full Time,Brisbane,Brisbane QLD 4000,$160k + Super + Bonus,Humanised Group,Humanised Group,False
322,15,59626812,Senior Data Engineer,data-engineer,2023-01-06T03:56:37Z,"One of Australia’s leading banking and insurance organization is looking for a Data Engineer in Sydney, Melbourne, or Brisbane.",Information & Communication Technology,Engineering - Software,Contract/Temp,Sydney,,,Hays Recruitment,Hays,False
323,15,59591541,Data Engineer,data-engineer,2023-01-03T02:29:17Z,Opportunity for Data enthusiast to join our Sydney based team responsible for expanding our data capability supporting our clients!,Information & Communication Technology,Engineering - Software,Full Time,Brisbane,Brisbane QLD 4000,,Itoc,ITOC Pty Ltd,False
324,15,59648954,Senior Data Engineer,data-engineer,2023-01-09T05:08:31Z,"Embrace Flexible working and join Lendi's diverse and welcoming team, from anywhere in Australia or New Zealand!",Information & Communication Technology,Engineering - Software,Full Time,Sydney,Sydney NSW 2000,,Lendi Group,Lendi Group,False
325,15,59878079,Senior Data Architect,data-architect,2023-01-27T00:06:02Z,"Looking for a Senior Data Architect having exp in Architecting/Designing/building Bigdata/Datawarehouse platforms, good exposure to Databricks",Information & Communication Technology,Architects,Full Time,Melbourne,Melbourne VIC 3000,"$180,000 - $200,000 p.a. + Bonus + other perks!",Adaps IT,Adaps IT,False
326,15,59604438,Data Engineer,data-engineer,2023-01-04T03:15:04Z,Seeking an experienced Data Engineer to join our Enterprise Data and Analytics team,Information & Communication Technology,Engineering - Software,Contract/Temp,Sydney,Homebush NSW 2140,,Teachers Mutual Bank,Teachers Mutual Bank,False
327,15,59783765,Data Specialist,data-specialist,2023-01-19T04:49:58Z,Work for a prestigious government enterprise on a 12 month contract to support the Business Implementation stream of data analysis and data modelling,Information & Communication Technology,Developers/Programmers,Contract/Temp,Sydney,Parramatta NSW 2150,$900 - $1k p.d. + Super,Bluefin Resources,Bluefin Resources Pty Limited,False
328,15,59694596,ETL Engineer - Dataiku,Extract-Transform-Load-Engineer,2023-01-12T01:22:05Z,Build ETL flows on Dataiku using your Python & SQL skills.,Information & Communication Technology,Database Development & Administration,Full Time,Melbourne,Melbourne VIC 3000,,Macquarie Group,Macquarie Group Limited,False
329,15,59591523,Data Engineer,data-engineer,2023-01-03T02:27:59Z,Opportunity for Data enthusiast to join our Sydney based team responsible for expanding our data capability supporting our clients!,Information & Communication Technology,Engineering - Software,Full Time,Sydney,Sydney NSW 2000,,Itoc,ITOC Pty Ltd,False
330,16,59739024,Engineering Chapter Lead,engineering,2023-01-16T06:55:03Z,"ANZPlus BETA has landed! We're looking for Engineers to deliver MLP and impact millions of customers with products build in Golang, GCP/AWS.",Information & Communication Technology,Engineering - Software,Full Time,Melbourne,Melbourne VIC 3000,,ANZ,ANZ Banking group,False
331,16,59745353,Lead Engineer - Indirect Job Posting - Remote Or Hybrid Work,engineer,2023-01-17T00:00:59Z,Lead a talented group of 5+ Engineers in a high performing and collaborative teams.,Information & Communication Technology,Engineering - Software,Full Time,Melbourne,Cremorne VIC 3121,,SEEK,SEEK Limited,False
332,16,59593003,Lead Data Engineer,data-engineer,2023-01-03T03:47:42Z,12-month max-term contract opportunity to assist in advancing our Azure Synapse Data Engineering capability at the Fund.,Information & Communication Technology,Engineering - Software,Full Time,Melbourne,,,AustralianSuper,AustralianSuper,False
333,16,59807997,Data Scientist,data-scientist,2023-01-22T21:49:09Z,FORECASTING | PREDICTIVE MODELLING | AZURE | R-PROGRAMMING | R-SHINY | PYTHON | OPTIMISATION | MACHINE LEARNING | AI | PERSONALISATION | SQL | HYBRID,Information & Communication Technology,Other,Full Time,Melbourne,,$120k - $165k p.d. + Inclusive of Superannuation,Davidson Recruitment,Davidson,False
334,16,59663432,Data Engineer - Senior,data-engineer,2023-01-10T02:57:43Z,"WFH 100%... Senior Data Engineer – Azure, Data, AI - Databricks, Data Factory, Azure IoT Hub - Data Lakes / DW - improve human safety / data solutions",Information & Communication Technology,Engineering - Software,Full Time,Melbourne,Melbourne VIC 3000,"$190,000 - $200,000+ depending on experience",,Saltworth(R) Pty Ltd,False
335,16,59591569,Data Engineer,data-engineer,2023-01-03T02:30:52Z,Opportunity for Data enthusiast to join our Sydney based team responsible for expanding our data capability supporting our clients!,Information & Communication Technology,Engineering - Software,Full Time,Melbourne,Melbourne VIC 3000,,Itoc,ITOC Pty Ltd,False
336,16,59599155,Data Engineer - Consultant,data-engineer,2023-01-03T22:25:56Z,"Join our #onetribe  as a Data Engineer where you will have the opportunity to deliver interesting projects, using a variety of emerging technologies.",Information & Communication Technology,Consultants,Full Time,Melbourne,Melbourne VIC 3000,,,intelia,False
337,16,59628757,Data Engineer - Azure,data-engineer,2023-01-06T05:48:58Z,Client facing role for an experienced Azure Data Engineer to join one of the leading names in the Consulting industry,Information & Communication Technology,Engineering - Software,Full Time,Melbourne,Melbourne VIC 3000,"$150,000 Package",TrooCoo,Troocoo,False
338,16,59663085,Data Engineer - Principal Officer,data-engineer,2023-01-10T02:44:53Z,Bring your technical expertise to the NHVR as our Principal Vehicle Monitoring Systems Officer. Form a critical part of making our roads safe.,Information & Communication Technology,Engineering - Software,Full Time,Sydney,Sydney NSW 2000,"$132,148 - $144,415 + super",National Heavy Vehicle Regulator,National Heavy Vehicle Regulator,False
339,16,59626572,V8 Supercar Data Engineer,data-engineer,2023-01-06T03:42:25Z,"Job summary
Join V8 Supercar Team - Brad Jones Racing: An exciting opportunity for a Data Engineer to support our high performance team.",Information & Communication Technology,Engineering - Software,Full Time,Albury Area,Albury NSW 2640,,,Brad Jones Racing,False
340,16,59591491,Data Engineer,data-engineer,2023-01-03T02:26:10Z,Opportunity for Data enthusiast to join our Sydney based team responsible for expanding our data capability supporting our clients!,Information & Communication Technology,Engineering - Software,Full Time,Canberra,Canberra ACT 2600,,Itoc,ITOC Pty Ltd,False
341,16,59585048,Data Engineer,data-engineer,2023-01-02T22:27:46Z,"Developing data solutions to enable data-driven, personalised client experiences and business insights for a financial service company",Information & Communication Technology,Other,Full Time,Melbourne,Melbourne VIC 3000,"$120,000 - $150,000",Launch Recruitment,Launch Recruitment Pty Ltd,False
342,16,59886640,Data Manager - Engineering,engineering-manager,2023-01-27T04:56:32Z,"Our client is a specialist technology company, which focuses on AI, embedded processing and optics.",Information & Communication Technology,Engineering - Software,Full Time,Canberra,Canberra ACT 2600,$170000.00 - $180k p.a. + (including super),Hydrogen Group,Hydrogen Group Pty Ltd,False
343,16,59746083,Enterprise Data Modeller,data-modeller,2023-01-17T00:27:52Z,Opportunity to lead the Enterprise Data Modelling and the strategic organisational Data Design.,Information & Communication Technology,Database Development & Administration,Full Time,Sydney,Parramatta NSW 2150,,Peoplebank,Peoplebank Australia VIC,False
344,16,59637330,Principal Data Engineer - Data & Analytics,data-engineer,2023-01-08T22:50:07Z,Our major banking client is offering this opportunity to help deliver a large-scale data transformation.,Information & Communication Technology,Management,Full Time,Sydney,Sydney NSW 2000,,The Argyle Network,The Argyle Network,False
345,16,59611091,Senior Data Engineer,data-engineer,2023-01-04T22:27:58Z,Are you a talented Data Engineer looking for your next challenge?,Information & Communication Technology,Database Development & Administration,Full Time,Sydney,Sydney NSW 2000,Rate commensurate with experience,Macquarie Group,Macquarie Group Limited,False
346,16,59796490,Mid Level Machine Learning Engineer,machine-learning-engineer,2023-01-20T03:15:55Z,If you are a Python specialist that is interested in the Machine Learning space - or alternatively have prior experience - this could be right for you,Information & Communication Technology,Developers/Programmers,Full Time,Sydney,Sydney NSW 2000,,CoTalent,Co Talent IT Recruitment Pty Ltd,False
347,16,59599138,Senior Data Engineer - Remote working within Aus available,data-engineer,2023-01-03T22:24:59Z,Use your solid knowledge in data management technologies and have your say developing our data platform architecture strategy!,Information & Communication Technology,Engineering - Software,Full Time,Melbourne,Melbourne VIC 3000,!! Competitive Salary + Bonus with ASAP Start !!,flybuys,Flybuys,False
348,16,59600192,Data Quality Engineer,quality-engineer,2023-01-03T23:25:05Z,Manage the integration engine and centralised reporting platform.,Information & Communication Technology,Engineering - Software,Full Time,Brisbane,Brisbane QLD 4000,"$130,000 + super",LDK Healthcare,LDK Healthcare,False
349,16,59809733,Data Modeller,data-modeller,2023-01-22T23:26:08Z,"1 Year fixed term contract - Victorian Government entity - Interesting project - Skill Set Required; SQL, Access, Excel, SPSS and SAS",Information & Communication Technology,Database Development & Administration,Full Time,Melbourne,,$102637 - $113410 p.a. + +Superannuation,Randstad,Randstad Technologies,False
350,16,59599603,Principal Engineer - Big Data,engineer,2023-01-03T22:53:05Z,Join our team here at Commonwealth Bank as a Principal Engineer working in our Chief Data and Analytics Office.,Information & Communication Technology,Developers/Programmers,Full Time,Sydney,Eveleigh NSW 2015,,Commonwealth Bank of Australia,Commonwealth Bank,False
351,16,59856572,Data Architect,data-architect,2023-01-25T08:16:36Z,"In this role you will lead the technical delivery of data architecture, data governance & provide advice on data architecture principles & processes.",Information & Communication Technology,Architects,Full Time,Perth,Perth WA 6000,"Level 7, $124,347 - $132,904 p.a. (PSCSAA 2022)",WA Police,Western Australia Police,False
352,17,59800392,Senior Product Manager (Hybrid),product-manager,2023-01-20T05:43:42Z,"Working within SEEK Learning with a cross functional team of Engineering, UX, Content and Data Analytics this role focuses on product discovery.",Information & Communication Technology,Product Management & Development,Full Time,Melbourne,Cremorne VIC 3121,Base + Super,SEEK,SEEK Limited,False
353,17,59854358,Customer Service Representatives at Datacom for the Australian Passport Office,customer-service-representative-csr,2023-01-25T06:17:34Z,Are you passionate about helping people? Be the first to join this new and exciting opportunity to help out your fellow Australians!,Call Centre & Customer Service,Customer Service - Call Centre,Full Time,Adelaide,Modbury SA 5092,,Datacom,Datacom,False
354,17,59675529,Data Modeller,data-modeller,2023-01-10T23:36:03Z,Data Driven Digital Innovation Firm seeking dynamic Data Modeller to initially work on high-profile engagement.,Information & Communication Technology,Database Development & Administration,Full Time,Sydney,Sydney NSW 2000,Competitive Salary,Anson Mccade,Anson McCade Ltd,False
355,17,59683487,Big Data Developers,big-data-developer,2023-01-11T04:45:48Z,We’re seeking a Big Data Engineer for fixed term contract role–based in Melbourne/Sydney (12 months) with possible extn. #JoinASAP #Engineers #great$$,Information & Communication Technology,Developers/Programmers,Contract/Temp,Melbourne,Melbourne VIC 3000,,NTT Australia Workforce Solutions,NTT Australia Workforce Solutions Pty Ltd,False
356,17,59707678,"Azure Data Engineer - Master Data Management, Data Quality Management",data-engineer,2023-01-12T23:59:15Z,"Azure Data Engineer (with MDM, MDQ technical experience) to join DXC's Microsoft Practice on cutting edge project - Australian Citizen Required",Information & Communication Technology,Database Development & Administration,Contract/Temp,Sydney,Sydney NSW 2000,,DXC Technology,DXC Technology Australia & New Zealand,False
357,17,59738506,Data & Analytics Consultants,data-analytics-consultant,2023-01-16T06:18:57Z,"Multiple roles available across Data & Analytics, Data Platforms & Data Science | Unrivalled culture | Innovative tech across Microsoft stack",Information & Communication Technology,Consultants,Full Time,Brisbane,Brisbane QLD 4000,,Glass and Co,GLASS and Co Pty Ltd,False
358,17,59664152,Senior Data Engineer,data-engineer,2023-01-10T03:24:35Z,Come and join a team of passionate technologists that like to solve problems! Fantastic opportunity to build upon your tech skills,Information & Communication Technology,Engineering - Software,Full Time,Perth,Perth WA 6000,,Servian,Servian Pty Ltd,False
359,17,59694589,ETL Engineer - Dataiku,Extract-Transform-Load-Engineer,2023-01-12T01:21:48Z,Build ETL flows on Dataiku using your Python & SQL skills.,Information & Communication Technology,Database Development & Administration,Full Time,Sydney,Sydney NSW 2000,,Macquarie Group,Macquarie Group Limited,False
360,17,59851801,Data Scientist | Python | SYD,data-scientist,2023-01-25T04:49:33Z,Hybrid | Fundraising | Data,Information & Communication Technology,Developers/Programmers,Full Time,Sydney,Sydney NSW 2000,Competitive,Talent Realised,Talent Realised,False
361,17,59880017,Senior Data Architect - ML & AI,data-architect,2023-01-27T01:31:02Z,Senior Data Architect - ML & AI - $190k-$220k inc super + bonus - WFH hybrid - Melb Or Sydney,Information & Communication Technology,Architects,Full Time,Melbourne,Melbourne VIC 3000,190k-220k inc super + bonus,Clarrow,Clarrow Pty Ltd,False
362,17,59803898,Senior Data Scientist,data-scientist,2023-01-20T18:30:40Z,Join a team undertaking a large-scale data transformation!,Information & Communication Technology,Engineering - Software,Full Time,Sydney,,$140k - $160k + super + bonus,TheDriveGroup,TheDriveGroup,False
363,17,59744004,Practice Lead - Data Engineering,data-engineer,2023-01-16T23:05:09Z,Lead and grow our client's Data practice within the Consulting industry,Information & Communication Technology,Consultants,Full Time,Melbourne,Melbourne VIC 3000,$170k - $200k + super + $10k bonus,TrooCoo,Troocoo,False
364,17,59768787,Data Assurance: Engineering & Modelling | Experienced Manager | GPS,modelling-manager,2023-01-18T04:45:12Z,"Ignite a meaningful career that's supported by flexible working, unparalleled development opportunities and progressive policies and benefits.",Engineering,Civil/Structural Engineering,Full Time,Canberra,Canberra ACT 2600,,PwC,PwC,False
365,17,59882476,Senior Data Architect,data-architect,2023-01-27T02:53:53Z,Senior Data Architect with good exposure to Databricks from recent projects needed to form part of an exciting new team,Information & Communication Technology,Engineering - Software,Full Time,Melbourne,,$180000.00 - $220000.00 p.a.,Salt,SALT SEARCH PTY LTD,False
366,17,59667361,Junior Data Engineers | GCP training/certifications provided,data-engineer,2023-01-10T05:00:56Z,"Join our team, grow your career & become a data specialist. Work on a variety of high profile projects for some of Australia's leading organisations.",Information & Communication Technology,Developers/Programmers,Full Time,Sydney,Sydney NSW 2000,,Billigence,Billigence,False
367,17,59701121,Big Data Solution Architect - 12 Month Contract,data-solution-architect,2023-01-12T05:50:08Z,"Work with our Data Engineers to design and deliver cutting-edge solutions and create strategic, yet pragmatic data solutions. Day rate contract.",Information & Communication Technology,Architects,Contract/Temp,Sydney,Sydney NSW 2000,Competitive Daily Rate,Macquarie Group,Macquarie Group Limited,False
